page_type,input_count,button_count,link_count,form_count,image_count,heading_count,list_count,table_count,password_fields,email_inputs,checkbox_count,radio_count,search_box_present,navbar_present,footer_present,sidebar_present,modal_present,aria_labels_count,aria_buttons_count,aria_roles_count,login_keyword_count,register_keyword_count,search_keyword_count,cart_keyword_count,checkout_keyword_count,payment_keyword_count,profile_keyword_count,add_to_cart_keyword_count,avg_form_size,max_form_size,submit_button_count,title_length,visible_text_length
CART,3,8,21,0,6,5,3,0,0,0,0,0,0,0,0,1,0,8,0,3,0,0,0,9,2,1,0,1,0.0,0,1,43,334
PRODUCT,1,3,27,2,13,11,4,0,0,0,0,0,0,1,1,0,0,4,5,3,0,0,1,0,0,0,0,6,1.5,2,2,30,1559
PRODUCT,3,4,24,0,16,15,0,0,0,0,1,0,1,1,1,0,0,3,1,5,0,1,1,0,0,0,0,4,0.0,0,2,38,1063
CART,4,6,24,2,10,4,5,0,0,0,1,0,0,1,0,1,1,3,0,3,1,0,1,3,3,1,0,0,3.5,4,2,36,488
CART,4,8,21,2,13,4,8,3,0,0,2,0,0,1,1,1,0,5,4,6,0,0,1,6,2,0,0,1,3.5,5,1,13,254
SEARCH,1,3,71,2,15,5,6,0,0,0,2,0,1,1,1,0,0,2,3,4,1,0,7,0,0,0,0,0,1.5,1,0,26,801
CART,1,10,19,0,10,2,5,0,0,0,1,0,0,1,1,0,0,5,3,8,0,0,0,8,3,0,0,0,0.0,0,1,36,378
LOGIN,3,1,5,2,6,11,1,0,1,0,0,0,0,1,1,0,0,6,3,8,6,0,0,0,0,0,0,0,2.0,3,1,46,109
PRODUCT,3,5,14,0,18,14,2,1,0,0,3,1,0,1,1,0,0,4,3,4,0,0,0,0,0,0,2,5,0.0,0,0,27,661
ERROR,2,1,1,0,1,5,3,0,0,0,0,0,0,1,1,0,0,7,0,2,0,0,0,0,0,0,0,0,0.0,0,0,20,83
SETTINGS,7,8,21,3,11,6,5,0,0,0,12,7,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,9.33,13,2,31,384
REGISTER,6,2,5,1,8,3,1,0,1,1,1,0,1,1,1,0,0,3,1,3,2,5,2,0,0,0,0,0,8.0,13,1,43,161
CART,1,5,21,2,13,3,4,3,0,0,3,1,0,1,1,0,0,7,0,4,0,0,0,9,2,0,0,0,3.0,3,1,44,255
PRODUCT,1,3,25,1,16,17,1,0,0,0,4,0,0,1,1,0,0,2,2,2,0,0,0,0,0,0,0,2,7.0,8,2,31,1600
CART,3,6,23,1,8,8,4,1,0,0,2,0,0,1,1,0,0,9,1,5,1,0,1,11,4,0,0,0,5.0,5,0,40,338
HOME,1,3,81,1,33,10,4,0,0,0,0,1,1,1,1,1,0,4,4,2,2,0,3,0,0,0,0,0,2.0,2,0,55,1083
LOGIN,2,1,9,1,8,4,0,0,1,1,0,0,0,0,1,1,0,4,0,1,6,0,1,0,0,0,0,0,3.0,5,1,34,157
HOME,5,4,77,1,35,13,2,1,0,0,0,0,1,1,1,1,0,3,0,1,0,0,3,0,0,0,1,0,5.0,8,0,38,377
UNKNOWN,11,6,23,3,13,8,1,1,0,0,2,0,0,1,1,0,0,6,3,1,0,0,0,0,0,0,0,0,4.67,5,1,50,26
PRODUCT,2,11,25,0,14,9,2,1,0,0,0,0,0,1,1,0,0,7,2,3,0,0,0,1,0,0,0,2,0.0,0,0,39,1121
PRODUCT,2,10,18,2,16,10,2,0,0,0,2,0,0,1,1,1,0,1,3,1,0,0,1,0,0,0,0,3,2.5,3,1,14,852
CART,2,8,18,3,6,4,3,1,0,0,3,0,0,1,1,0,1,6,2,2,0,0,0,9,5,0,0,0,2.33,2,2,34,421
ERROR,0,1,2,0,2,11,2,0,0,0,1,0,0,1,1,0,0,7,3,3,0,0,1,0,0,0,0,0,0.0,0,1,5,35
PAYMENT,10,3,21,1,17,4,1,0,0,0,2,0,0,0,0,0,0,7,0,4,0,1,2,0,0,6,0,0,13.0,22,1,15,313
CHECKOUT,17,3,21,1,14,10,4,1,0,0,2,4,1,0,1,0,0,4,4,3,0,0,0,1,5,0,0,0,24.0,24,1,27,210
SETTINGS,5,11,15,3,16,6,1,0,0,0,13,7,0,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,8.33,10,0,49,407
PAYMENT,9,5,20,1,11,3,1,2,0,0,4,1,0,0,1,0,1,3,1,3,0,0,0,0,0,9,0,0,14.0,24,0,42,302
ERROR,1,2,2,0,4,2,2,0,0,0,1,0,0,0,1,0,0,7,1,2,0,0,0,0,0,0,0,0,0.0,0,1,18,110
PROFILE,6,6,15,4,4,7,1,2,0,0,2,0,1,1,1,1,0,4,2,4,0,0,0,0,0,0,2,0,2.5,2,2,21,160
CART,5,7,12,2,14,12,2,3,0,0,1,0,1,1,1,1,0,8,2,3,0,0,0,7,3,0,0,0,4.0,4,2,36,269
LOGIN,2,3,4,1,13,3,1,0,2,1,1,0,0,0,1,1,0,7,3,1,8,0,0,0,0,2,0,0,4.0,5,1,25,155
CHECKOUT,16,3,18,1,13,2,2,0,0,0,1,2,0,0,1,0,0,9,2,4,0,0,0,0,7,0,0,1,20.0,23,1,38,462
PROFILE,5,3,23,2,8,4,2,0,0,0,2,0,1,1,1,0,0,6,2,5,0,0,0,1,1,0,3,0,4.0,4,1,28,316
LOGIN,4,2,7,1,8,3,5,0,1,1,2,2,0,0,1,0,0,4,3,3,4,0,0,0,0,0,1,0,9.0,13,1,42,53
PROFILE,8,10,16,2,3,6,1,0,0,0,0,1,1,1,1,0,0,1,3,1,0,0,0,0,0,0,4,0,5.0,6,1,46,502
PRODUCT,3,8,18,0,17,17,1,0,0,0,2,0,0,1,1,0,0,6,2,4,0,0,0,0,0,0,0,6,0.0,0,3,21,666
SETTINGS,3,6,16,2,7,5,3,1,0,0,12,6,0,1,1,0,0,4,3,1,0,0,0,0,0,0,0,0,11.5,16,2,39,399
LOGIN,2,2,3,1,8,7,1,0,1,1,0,0,0,0,1,0,0,4,3,4,4,0,0,1,0,0,0,0,3.0,4,1,34,121
CHECKOUT,10,6,16,1,18,7,2,1,0,0,0,6,0,0,1,0,0,3,2,3,0,0,1,0,8,1,0,0,16.0,17,0,29,122
ERROR,1,1,5,0,0,5,2,0,0,0,0,1,1,1,1,1,1,7,3,6,1,0,1,0,0,0,0,0,0.0,0,0,6,38
REGISTER,6,4,3,1,6,3,1,1,2,1,2,0,0,1,1,1,0,2,2,4,0,6,1,0,1,0,0,1,9.0,14,1,50,235
ERROR,1,1,3,0,0,4,1,0,0,0,0,1,0,0,1,1,0,5,1,5,0,0,0,0,0,0,0,0,0.0,0,2,5,70
PROFILE,9,5,14,1,2,7,4,0,0,0,2,0,0,1,1,0,0,4,3,5,0,0,0,0,0,1,7,0,13.0,13,2,31,590
CHECKOUT,21,1,18,1,16,4,1,0,0,0,2,3,1,1,0,0,0,6,3,2,0,0,0,0,7,0,0,0,28.0,47,2,44,352
PAYMENT,7,2,23,2,10,5,0,0,0,0,1,0,1,0,0,0,0,3,2,1,0,0,1,0,0,13,0,0,4.5,4,1,34,189
CART,6,7,17,1,8,5,3,0,0,0,0,0,0,1,1,0,0,9,1,0,0,0,0,11,4,0,0,0,8.0,11,2,40,389
LOGIN,3,5,7,1,10,2,1,2,1,1,2,1,0,0,0,0,0,2,2,4,6,0,0,0,0,0,0,0,7.0,7,1,26,206
PAYMENT,18,3,20,3,12,4,5,0,0,0,2,1,0,0,1,1,1,3,0,3,0,0,0,0,0,10,0,0,7.33,10,1,43,196
LOGIN,2,1,6,1,7,4,3,1,1,0,0,0,0,1,1,1,0,6,1,5,3,0,0,0,0,0,0,0,3.0,3,1,32,89
SEARCH,2,3,61,2,24,9,9,0,0,0,1,0,1,1,1,0,0,4,2,3,0,0,7,0,0,1,0,0,3.5,3,4,39,842
HOME,9,2,71,2,39,11,3,1,0,0,1,0,1,1,1,0,0,4,1,2,0,0,3,0,0,0,0,0,5.0,7,0,25,945
ERROR,1,0,3,0,0,7,1,0,0,0,1,1,0,1,0,1,0,5,0,2,0,0,1,0,0,1,0,0,0.0,0,0,6,38
PAYMENT,16,0,25,2,10,7,1,2,0,0,2,0,0,0,0,0,0,4,2,2,0,0,0,0,0,9,0,0,9.0,11,0,21,181
PAYMENT,14,2,13,1,9,1,3,2,0,0,1,0,0,0,0,0,0,7,4,2,0,0,0,0,0,10,1,0,16.0,17,1,29,225
CART,6,10,20,1,8,3,4,0,0,0,0,0,0,1,1,0,0,3,2,1,0,0,2,15,3,0,1,0,7.0,12,1,44,295
PRODUCT,1,8,18,0,13,10,2,2,0,0,2,0,0,1,0,0,0,3,0,6,0,0,0,0,0,0,2,5,0.0,0,0,29,642
PRODUCT,2,4,20,1,18,14,2,0,0,0,0,2,0,1,1,0,0,5,2,1,0,1,3,0,1,0,0,4,4.0,5,0,43,801
SEARCH,4,5,68,2,20,5,3,1,0,0,1,1,1,0,1,0,0,6,0,3,0,0,5,0,0,0,0,0,3.5,5,1,52,928
LOGIN,2,3,7,1,13,7,0,2,1,1,0,1,1,0,1,0,0,3,2,3,5,0,0,0,0,0,0,0,4.0,6,1,22,165
PRODUCT,3,8,17,0,19,10,3,0,0,0,2,0,1,1,1,0,0,8,6,4,0,0,0,0,0,0,0,2,0.0,0,2,29,1239
UNKNOWN,8,3,20,0,6,5,1,0,0,0,0,3,1,1,0,1,0,4,0,2,0,1,1,0,0,0,0,0,0.0,0,1,47,687
REGISTER,7,3,5,1,15,3,1,0,1,1,2,0,1,1,1,1,0,1,4,3,0,9,1,0,0,0,0,0,10.0,14,1,20,193
PAYMENT,5,2,27,1,16,6,6,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,10,0,0,6.0,9,1,40,162
PROFILE,9,7,21,2,2,2,0,0,0,0,0,2,0,1,0,1,0,6,7,5,0,0,0,0,0,0,3,0,6.0,6,1,24,196
UNKNOWN,11,1,23,1,15,6,1,1,0,0,3,1,1,1,1,0,0,9,1,3,0,0,1,0,0,0,0,0,16.0,23,1,40,744
CART,2,6,21,0,7,4,5,1,0,0,0,0,0,1,1,1,0,11,4,3,0,0,1,10,3,0,0,0,0.0,0,4,30,396
ERROR,0,1,5,0,2,7,2,1,0,0,1,0,0,1,1,0,0,5,2,3,0,0,0,1,0,0,0,0,0.0,0,0,15,58
CART,5,11,15,0,6,5,2,0,0,0,1,3,0,0,1,0,0,6,3,4,0,0,0,7,5,0,0,0,0.0,0,1,43,157
HOME,6,3,66,0,31,10,1,0,0,0,2,0,1,1,1,1,0,6,2,6,1,0,1,0,0,0,0,0,0.0,0,2,37,988
PRODUCT,1,3,16,0,12,12,4,0,0,0,0,2,0,1,1,0,0,6,3,3,0,0,0,0,0,0,0,4,0.0,0,2,42,1333
UNKNOWN,15,1,20,0,6,5,2,1,0,0,1,0,0,1,1,1,0,3,2,2,1,0,0,0,0,0,0,0,0.0,0,1,56,506
REGISTER,7,3,11,1,7,5,1,0,1,1,1,0,1,1,1,1,0,9,1,3,0,9,0,0,0,0,0,0,9.0,14,1,40,246
LOGIN,2,2,4,1,8,4,3,1,1,1,1,0,0,0,1,0,0,9,1,3,4,0,1,1,0,0,0,0,4.0,5,1,36,96
SEARCH,2,1,59,2,24,2,11,0,0,0,4,0,1,1,0,0,0,3,2,3,0,0,15,0,0,0,0,0,3.5,5,1,47,731
ERROR,0,1,2,0,3,3,2,0,0,0,1,0,0,1,1,0,0,10,2,6,0,0,0,0,0,0,0,0,0.0,0,0,15,45
CHECKOUT,19,3,23,1,7,5,3,1,0,0,2,1,0,0,0,0,0,4,1,4,0,0,1,0,10,0,0,0,22.0,25,0,24,279
LOGIN,2,3,6,1,9,6,3,0,2,0,1,1,1,0,1,0,1,2,3,3,7,0,2,0,0,0,0,0,5.0,7,1,36,172
UNKNOWN,10,0,23,3,11,1,2,1,0,0,2,0,0,1,1,1,0,9,1,2,0,0,0,0,0,0,0,0,4.67,6,2,36,515
REGISTER,6,0,7,1,8,4,2,1,2,1,1,0,1,1,1,0,0,4,2,8,0,7,0,0,0,0,0,0,8.0,9,1,41,230
PRODUCT,1,5,23,2,17,8,2,0,0,0,1,1,0,1,0,0,0,2,4,4,0,0,0,0,0,0,1,5,2.0,3,1,37,823
UNKNOWN,12,2,17,1,5,9,2,1,0,0,1,0,0,1,1,1,1,4,0,2,1,0,1,0,1,0,0,0,13.0,16,0,50,773
HOME,5,2,77,1,24,18,2,0,0,0,0,1,1,1,1,0,0,11,2,5,0,0,2,0,0,0,0,0,8.0,10,2,28,835
LOGIN,2,3,7,1,10,8,0,1,2,0,0,0,0,0,0,1,0,2,3,1,3,0,0,1,0,0,0,1,3.0,4,1,36,232
PROFILE,3,3,22,1,5,10,0,0,0,0,2,1,0,1,1,1,0,3,0,4,0,0,0,0,0,0,6,0,8.0,11,2,38,549
SETTINGS,4,7,28,3,20,8,3,2,0,0,6,7,0,1,1,0,0,4,1,8,0,0,1,0,0,1,1,0,6.33,6,2,25,473
HOME,4,0,60,0,35,11,0,0,0,0,1,2,1,1,1,1,1,8,3,6,0,0,1,0,0,0,0,0,0.0,0,1,20,661
LOGIN,2,3,11,1,7,3,3,0,2,1,1,0,0,0,0,0,1,3,3,5,5,0,1,0,0,0,0,0,4.0,4,1,16,113
CART,3,7,24,0,5,1,2,1,0,0,1,2,0,1,1,0,0,4,0,2,1,0,2,8,4,0,1,0,0.0,0,2,54,591
SETTINGS,3,3,21,2,11,6,2,1,0,0,13,5,0,1,1,0,0,2,2,3,0,0,0,0,0,0,1,0,10.5,16,0,32,466
REGISTER,5,4,9,1,6,6,0,2,1,1,4,0,0,0,1,0,0,3,1,2,1,4,0,0,0,0,0,0,10.0,12,1,33,274
UNKNOWN,8,2,17,1,6,6,4,2,0,0,2,0,0,1,1,0,0,10,4,1,1,0,1,0,0,0,0,0,11.0,14,1,34,706
SEARCH,1,2,77,1,22,2,12,0,0,0,2,0,1,1,1,0,0,4,2,0,0,0,9,0,0,0,0,0,3.0,3,0,37,423
CHECKOUT,12,6,19,2,5,4,5,2,0,0,0,5,0,0,1,0,0,8,5,4,1,0,1,1,5,0,0,0,10.0,15,3,48,484
PAYMENT,6,4,22,2,15,4,4,0,0,0,2,1,0,0,0,0,0,8,2,3,0,0,1,0,0,3,0,0,4.5,5,0,41,233
PROFILE,4,5,14,1,2,5,1,1,0,0,2,0,0,0,1,0,1,3,1,4,0,0,0,0,0,0,7,1,6.0,8,0,56,343
REGISTER,4,2,8,1,13,3,0,0,3,1,3,0,0,0,1,0,0,2,4,0,0,8,1,1,0,0,0,0,8.0,13,1,26,153
HOME,10,2,74,0,22,14,3,0,0,0,1,1,1,1,1,0,1,5,2,2,0,0,2,0,0,0,0,0,0.0,0,1,35,683
REGISTER,7,2,6,1,16,5,2,0,2,1,2,0,0,0,1,0,0,5,2,5,0,5,0,1,0,0,0,0,10.0,11,1,25,259
REGISTER,7,3,9,1,12,5,1,0,1,1,1,1,0,1,1,0,0,8,3,4,1,7,0,0,0,0,1,0,10.0,11,1,27,237
LOGIN,2,1,5,2,10,5,1,1,1,1,0,0,0,1,1,0,0,4,2,6,5,0,0,0,0,0,0,0,1.5,1,1,42,178
SETTINGS,11,10,22,1,8,5,4,0,0,0,10,4,0,1,1,1,0,9,3,2,0,0,1,0,0,0,0,0,26.0,38,1,23,205
LOGIN,2,3,6,1,15,3,1,1,1,0,0,0,0,0,1,0,0,6,3,4,4,0,0,0,0,0,0,0,3.0,5,1,38,241
CHECKOUT,15,6,12,3,13,5,3,0,0,0,0,3,0,0,0,0,0,3,2,2,0,0,1,0,6,0,0,0,6.33,11,1,50,286
SETTINGS,5,13,17,1,6,4,1,0,0,0,12,7,0,1,1,1,0,2,1,3,0,1,0,0,0,0,0,0,25.0,41,1,44,401
HOME,4,4,78,1,27,17,2,0,0,0,0,1,1,1,1,0,0,8,3,7,1,0,1,0,0,0,0,0,6.0,6,1,44,501
CHECKOUT,15,1,20,2,14,7,5,0,0,0,1,2,0,0,1,0,0,7,2,3,0,0,1,0,9,0,0,0,10.5,13,3,21,164
LOGIN,3,2,4,1,10,7,0,0,2,1,0,0,0,0,1,1,1,2,2,4,5,0,2,0,0,0,0,0,4.0,4,1,34,184
PAYMENT,14,0,25,2,10,1,2,1,0,0,0,0,0,0,0,1,0,8,3,3,0,0,1,1,0,10,0,0,7.0,9,0,28,274
PAYMENT,8,0,16,1,12,4,2,0,0,0,0,0,0,0,0,1,0,5,3,3,0,0,0,0,0,11,0,0,9.0,9,1,33,160
PROFILE,8,8,23,2,6,4,0,0,0,0,2,0,1,1,1,1,1,3,3,2,0,0,0,0,0,0,6,0,7.0,11,4,22,381
PAYMENT,11,5,22,2,12,6,4,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,9,0,0,6.5,8,2,40,72
PROFILE,4,5,19,3,7,7,0,1,0,0,2,1,1,1,1,1,0,6,5,2,1,0,1,0,0,1,5,0,2.67,3,1,26,312
CART,4,8,22,1,8,5,1,1,0,0,0,1,1,0,1,0,0,5,3,1,0,0,0,7,2,0,1,0,8.0,10,3,35,380
PRODUCT,2,3,26,1,12,10,5,0,0,0,0,2,1,1,1,0,0,6,1,8,0,0,0,0,0,0,0,1,4.0,6,0,19,1302
PAYMENT,7,2,21,2,16,6,1,1,0,0,1,1,0,0,0,0,0,5,1,1,1,0,0,0,0,6,0,1,6.0,9,3,35,211
CHECKOUT,11,2,17,1,11,4,6,2,0,0,0,2,0,0,0,0,0,8,0,1,0,0,1,0,2,0,0,0,13.0,17,0,52,367
LOGIN,2,4,9,1,13,4,3,2,1,0,3,2,0,0,1,0,0,2,2,5,6,0,0,0,0,0,0,0,8.0,10,1,42,173
UNKNOWN,11,5,23,2,15,7,1,0,0,0,0,0,0,1,1,1,0,8,3,2,0,0,2,0,0,0,0,0,6.0,8,1,59,510
CHECKOUT,19,2,18,3,11,5,0,0,0,0,2,5,1,0,0,0,0,4,5,1,0,0,1,0,6,0,1,0,9.67,11,3,22,461
UNKNOWN,7,3,22,3,9,5,4,0,0,0,3,1,0,1,1,1,0,4,2,4,0,0,1,1,0,0,0,0,4.33,7,2,39,583
CART,5,10,13,1,6,2,2,0,0,0,1,1,0,1,1,0,0,4,2,1,0,0,0,7,2,0,0,0,7.0,12,0,24,234
LOGIN,2,1,6,2,15,7,2,0,2,1,0,0,0,1,1,1,0,6,4,1,6,0,2,0,1,1,0,0,1.5,1,1,23,143
UNKNOWN,6,2,17,3,8,4,1,0,0,0,0,1,1,0,1,0,0,3,1,6,0,1,0,0,0,0,0,0,2.67,3,1,33,397
HOME,2,8,86,1,32,10,0,0,0,0,2,0,1,1,1,1,0,4,2,3,0,1,1,0,0,1,0,0,6.0,8,2,33,606
PROFILE,6,6,23,2,6,4,6,1,0,0,3,2,1,1,0,0,1,13,2,2,0,0,1,0,0,0,10,0,5.5,6,0,30,331
ERROR,2,1,3,0,0,3,1,2,0,0,0,1,0,0,0,0,1,7,1,3,0,0,0,0,0,0,0,0,0.0,0,0,15,29
SEARCH,1,3,67,1,19,6,11,1,0,0,1,1,1,1,1,0,0,3,1,2,0,0,7,0,0,0,0,0,4.0,4,1,33,409
LOGIN,3,1,7,1,9,5,1,0,1,0,0,0,0,0,1,0,0,3,0,4,5,0,2,0,0,0,0,0,4.0,6,1,52,69
PROFILE,15,3,18,1,3,10,5,0,0,0,1,1,1,0,1,0,0,1,1,3,0,1,1,1,0,0,7,0,18.0,28,1,42,537
HOME,5,4,59,0,29,18,5,0,0,0,1,1,1,1,1,0,0,5,2,3,0,0,2,0,0,0,0,0,0.0,0,2,30,1180
HOME,6,5,88,0,33,10,1,0,0,0,0,0,1,1,1,1,0,3,3,4,3,0,3,0,0,0,0,0,0.0,0,0,24,756
CHECKOUT,20,4,19,1,13,4,0,0,0,0,1,3,0,0,1,0,0,6,6,3,0,0,0,0,8,0,0,0,25.0,34,1,26,269
ERROR,1,1,1,0,1,7,0,0,0,0,1,0,0,1,1,0,0,5,0,5,1,0,2,0,0,0,0,0,0.0,0,0,12,92
SETTINGS,5,11,23,3,12,2,1,0,0,0,13,4,0,1,1,1,0,4,1,3,0,0,0,0,0,0,0,0,8.0,9,2,39,413
CHECKOUT,12,2,11,3,11,4,4,0,0,0,3,2,1,0,1,0,0,6,1,1,0,0,1,0,4,0,0,0,6.0,10,1,38,313
ERROR,0,2,3,0,0,3,1,1,0,0,1,1,1,1,1,0,0,4,1,4,0,0,0,0,0,0,0,0,0.0,0,2,13,94
CHECKOUT,17,3,25,2,11,2,2,0,0,0,2,3,0,0,1,0,0,7,1,6,0,0,0,0,5,0,0,0,12.0,16,2,47,301
CART,4,5,22,1,9,2,6,1,0,0,0,0,0,1,1,0,0,6,3,3,0,0,1,9,5,0,0,1,4.0,6,0,25,372
ERROR,0,0,4,1,4,5,4,1,0,0,4,0,1,1,1,0,0,6,1,2,0,0,0,0,0,0,0,0,4.0,6,0,6,62
CHECKOUT,12,2,13,1,13,14,2,0,0,0,1,1,0,1,1,0,0,7,2,5,0,0,0,0,6,0,0,0,15.0,20,1,41,238
UNKNOWN,7,5,13,2,8,6,0,1,0,0,0,0,0,1,1,0,0,6,3,0,0,0,1,1,0,0,0,0,4.0,6,1,41,797
ERROR,2,0,1,0,1,7,2,0,0,0,1,0,1,0,1,1,0,8,1,4,0,0,1,0,0,0,0,0,0.0,0,0,7,45
UNKNOWN,5,7,23,0,11,4,0,1,0,0,2,0,0,0,0,1,0,5,4,2,0,0,0,0,0,0,0,0,0.0,0,0,30,315
CART,4,11,22,3,8,6,6,0,0,0,1,0,0,1,1,0,0,5,2,1,0,0,1,9,4,0,1,0,1.67,2,0,50,716
SETTINGS,5,10,20,5,13,6,4,0,0,0,8,5,0,1,1,0,0,5,1,4,2,0,2,0,0,0,0,0,3.8,4,1,22,471
SETTINGS,8,5,20,2,7,8,2,0,0,0,7,2,0,1,1,1,0,3,2,3,0,0,0,0,0,0,0,0,9.0,13,1,26,507
PAYMENT,11,7,21,2,10,1,3,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,6,0,0,6.5,8,1,51,163
SEARCH,3,2,70,2,24,7,8,1,0,0,3,0,1,1,1,0,0,2,1,2,0,0,12,1,0,0,0,0,4.5,5,3,15,654
PAYMENT,9,5,19,2,10,9,2,1,0,0,0,2,0,0,0,0,0,5,2,2,1,0,1,0,0,15,0,0,5.5,7,0,25,206
LOGIN,2,2,4,1,9,3,2,0,2,1,0,1,0,0,1,0,0,6,2,3,3,0,2,1,0,0,0,0,4.0,4,1,42,123
UNKNOWN,3,2,25,2,10,1,2,0,0,0,2,2,1,1,1,0,0,7,2,3,0,0,0,0,0,0,0,0,5.0,8,3,36,473
PRODUCT,2,8,25,0,11,12,4,0,0,0,4,2,0,1,1,1,0,7,2,1,0,0,1,1,0,1,0,2,0.0,0,4,29,1014
PAYMENT,13,1,20,3,8,4,2,0,0,0,0,1,1,0,0,1,0,9,4,3,0,0,0,1,0,6,0,0,5.0,6,1,29,238
HOME,7,5,86,1,29,23,1,1,0,0,1,0,1,1,1,0,0,6,2,3,2,1,2,0,0,0,0,1,8.0,8,0,38,908
REGISTER,7,2,6,1,12,6,0,0,1,1,1,1,1,0,1,0,0,5,0,5,0,3,0,0,0,0,0,1,10.0,11,1,30,162
ERROR,1,0,3,0,0,5,1,0,0,0,1,0,1,1,1,0,0,4,2,2,1,0,0,0,1,0,0,0,0.0,0,0,16,35
PAYMENT,11,6,22,4,10,4,2,0,0,0,1,0,0,0,0,1,0,7,4,2,0,1,0,0,0,5,0,0,3.0,4,0,25,241
CART,6,6,18,0,7,9,5,0,0,0,1,1,0,1,1,0,0,3,3,3,0,0,2,9,4,0,0,0,0.0,0,2,30,340
ERROR,0,1,2,0,0,3,1,0,0,0,2,0,1,0,1,1,0,3,0,2,0,0,2,0,0,0,0,0,0.0,0,1,5,56
PAYMENT,11,5,18,1,6,7,1,1,0,0,2,0,1,0,0,1,0,6,2,7,0,0,0,0,0,11,1,0,13.0,20,0,44,251
PAYMENT,6,5,15,1,10,8,1,1,0,0,1,2,0,0,0,1,0,9,3,4,1,1,0,0,0,6,0,0,10.0,17,1,31,367
PRODUCT,2,7,28,0,16,10,0,0,0,0,1,2,0,0,0,0,0,6,2,2,1,0,1,0,0,0,0,2,0.0,0,1,34,442
SETTINGS,4,9,18,4,9,3,2,0,0,0,11,6,0,1,1,0,0,9,6,1,0,0,1,0,0,0,0,0,5.25,8,0,32,473
ERROR,0,0,5,0,0,5,1,0,0,0,1,0,0,1,1,0,1,5,1,3,0,0,0,1,0,0,0,0,0.0,0,3,13,78
ERROR,0,2,3,0,0,6,2,1,0,0,1,1,1,0,0,0,0,5,1,4,0,0,0,0,0,1,0,0,0.0,0,0,13,52
UNKNOWN,6,3,24,0,14,5,2,0,0,0,2,0,0,1,1,1,0,4,4,3,1,0,0,0,0,1,0,0,0.0,0,1,41,253
SEARCH,1,4,57,2,24,5,7,0,0,0,2,0,1,1,1,0,1,3,2,2,0,0,6,0,0,0,0,0,1.5,1,0,29,655
CART,2,8,20,1,8,8,2,2,0,0,0,0,1,1,1,1,0,4,4,2,0,0,1,8,4,0,0,0,2.0,2,0,24,249
HOME,8,2,69,1,30,22,5,0,0,0,1,0,1,1,1,1,0,4,0,3,2,0,1,0,1,0,0,0,12.0,14,3,42,773
HOME,1,4,76,2,29,13,4,0,0,0,2,1,1,0,1,0,0,3,1,2,1,1,1,0,0,1,0,0,2.0,3,0,28,1303
SEARCH,3,4,57,2,23,2,8,0,0,0,3,0,1,1,1,1,0,3,4,1,0,0,5,0,0,0,0,1,3.0,4,0,53,372
LOGIN,4,1,9,1,5,4,4,0,2,1,1,0,0,0,1,0,0,6,2,3,4,0,3,0,0,0,0,0,6.0,10,1,31,133
LOGIN,6,2,8,1,11,4,2,1,2,1,2,0,0,0,0,0,0,6,0,2,6,0,0,1,0,0,0,0,9.0,10,1,20,53
SEARCH,4,3,73,2,29,5,8,1,0,0,1,0,1,1,1,0,0,7,1,5,0,0,7,0,0,0,0,0,5.0,7,5,21,570
PROFILE,7,7,23,1,3,6,4,0,0,0,1,0,0,1,1,1,0,9,4,6,0,0,0,0,0,1,6,0,9.0,11,1,27,321
PROFILE,4,2,16,1,4,6,1,1,0,0,2,1,0,1,1,0,0,5,3,3,0,0,1,0,0,1,5,1,9.0,15,2,32,297
UNKNOWN,9,2,22,1,11,3,1,1,0,0,2,1,0,1,1,0,0,8,3,6,0,0,0,1,0,0,0,0,14.0,21,2,48,413
PROFILE,6,7,25,2,3,4,2,2,0,0,1,0,0,1,1,0,0,5,1,3,0,0,1,0,0,0,4,0,4.0,6,1,32,525
PAYMENT,13,4,15,1,10,5,4,0,0,0,1,0,1,0,1,0,0,4,5,3,0,0,0,0,0,9,0,0,16.0,16,2,26,282
CART,4,8,20,0,8,5,4,0,0,0,1,1,0,1,1,0,0,7,1,2,0,0,0,8,4,0,0,0,0.0,0,0,14,588
SETTINGS,7,7,18,4,8,6,2,1,0,0,12,11,1,0,1,1,0,5,3,1,0,0,0,0,0,0,0,0,8.25,13,3,36,423
SEARCH,3,3,73,1,22,11,7,0,0,0,2,0,1,1,1,1,0,7,3,0,1,0,5,1,0,0,0,0,8.0,13,3,40,833
CHECKOUT,8,4,19,1,15,7,2,1,0,0,0,2,1,0,0,0,0,8,1,2,1,0,1,1,4,0,0,0,10.0,14,0,45,217
LOGIN,2,1,8,1,10,7,1,1,1,1,2,0,0,1,1,1,0,6,1,3,4,0,0,0,0,0,1,0,5.0,6,1,27,149
LOGIN,5,3,7,1,10,6,1,0,3,1,0,0,1,1,1,1,0,8,1,2,5,0,0,0,0,0,0,0,6.0,6,1,23,91
PRODUCT,2,5,17,0,17,9,3,0,0,0,0,0,1,1,1,1,0,6,1,2,1,0,0,0,0,0,0,2,0.0,0,0,39,892
